INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Bloque,Órgano requerido,Organismo (derivación final),Corresponde responder a 2 o mas Ministerios?,Segunda derivación,Justificación o contexto,Pregunta,Respuesta,Organismo requerido inicialmente,Area de gestión,Tema
96,26/09/2016,28/08/2016,508,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Producción,,,,,"Diga cuál es el análisis que realiza el Gobierno Nacional, respecto al nivel de importaciones y que productos importados considera que afectan a la industria y comercio nacional.
 Indique si fue evaluado el efecto de las importaciones, en el presente año, respecto a las industrias pequeñas y medianas de nuestro país.",SI,Producción ,Exportación/importación,CRECIMIENTO IMPORTACIONES IMPACTO PRODUCCIÓN NACIONAL
96,26/09/2016,28/09/2016,509,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Producción,,,,,Señale si el Gobierno Nacional analiza la posibilidad de incrementar la oferta de productos a través de la apertura de importaciones.,SI,Producción ,Exportación/importación,INCREMENTO APERTURA IMPORTACIONES
96,26/09/2016,28/09/2016,510,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Defensa,,,,,"Informe la nómina total del personal civil de inteligencia del Ejército Argentino, Armada  Argentina,  Fuerza  Aérea  Argentina,  Estado  Mayor Conjunto  y  Ministerio de Defensa de la Nación desde el año 2011 a la fecha. Detallar la nómina por año y destino al cual pertenecen y/o prestan servicio.",SI,Defensa ,FF.AA.,NOMINA PERSONAL CIVIL INTELIGENCIA FFAA
96,26/09/2016,28/08/2016,511,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Defensa,,,,,"Detalle  las  diferentes  tareas  que  realiza  el  personal  civil  de inteligencia y la cantidad de personal afectado a cada una de ellas. Indicar la información por año, desde el 2011 a la fecha, y destino al cual pertenecen y/o prestan servicio. ",SI,Defensa ,FF.AA.,TAREAS PERSONAL CIVIL INTELIGENCIA FFAA
96,26/09/2016,28/09/2016,512,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Defensa,,,,Personal Civil de Inteligencia Fuerzas Armadas,Indique la modalidad de contratación del personal civil de inteligencia; remuneración bruta que perciben y categoría que revisten. ,SI,Defensa ,FF.AA.,RELACION CONTRACTUAL PERSONAL CIVIL INTELIGENCIA FFAA
96,26/09/2016,28/09/2016,513,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,El Programa Nacional de Salud Sexual y Procreación Responsable,"¿Cuál fue el último llamado a licitación y/o contratación para la compra de  métodos anticonceptivos hormonales, DIU y de barrera para el Programa de Salud Sexual y Reproductiva?. Detalle el estado de la licitación y/o contratación. En caso de adjudicación, informar la fecha, el monto, el objeto de la contratación y/o licitación y fecha de apertura y fecha de entrega de los insumos.",SI,Salud  ,Programas/servicios de salud,PLAN NACIONAL EDUCACIÓN SEXUAL
96,26/09/2016,28/08/2016,514,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,,"Detalle la cantidad de llamados a licitaciones o contrataciones de insumos para el  Programa de Salud Sexual y Reproductiva, realizados en el 2016.
Informe si existen demoras en relación a la realización de las licitaciones. En caso de que existan, especificar a qué se deben las mismas y qué medidas está tomando el Ministerio de Salud al respecto.",SI,Salud  ,Programas/servicios de salud,PLAN NACIONAL EDUCACIÓN SEXUAL
96,26/09/2016,28/09/2016,515,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"En relación a la difusión del Programa, la Ley 25.673 en su Artículo 8 señala: “Se deberá realizar la difusión periódica del programa de Salud Sexual y Procreación Responsable”. ",Señale las acciones que se llevaron a cabo o que se prevén realizar en relación al cumplimiento de dicho artículo durante el 2016.,SI,Salud  ,Programas/servicios de salud,PLAN NACIONAL EDUCACIÓN SEXUAL
96,26/09/2016,28/09/2016,516,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,,Señale cuál es el porcentaje del presupuesto ejecutado del Programa de Salud Sexual y Procreación Reproductiva  durante el 2016.,SI,Salud  ,Programas/servicios de salud,PLAN NACIONAL EDUCACIÓN SEXUAL
96,26/09/2016,28/08/2016,517,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"Ante las denuncias recientes de diferentes organizaciones dedicadas a la temática VIH-Sida sobre problemas con la licitación para la provisión de reactivos para análisis y material preventivo, señale:","¿Cuál fue el último llamado a licitación y/o contratación para la compra de insumos para Programa Nacional de SIDA y Enfermedades de Transmisión Sexual ?. Detalle el estado de la licitación y/o contratación. En caso de adjudicación, informar la fecha, el monto, el objeto de la contratación y/o licitación y fecha de apertura y fecha de entrega de los insumos.",SI,Salud  ,Programas/servicios de salud,REACTIVOS DETECCIÓN VIH/SIDA
96,26/09/2016,28/09/2016,518,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"Ante las denuncias recientes de diferentes organizaciones dedicadas a la temática VIH-Sida sobre problemas con la licitación para la provisión de reactivos para análisis y material preventivo, señale:",Especifique cuál es la situación de cada provincia en relación a los insumos.,SI,Salud  ,Programas/servicios de salud, SITUACIÓN PROGRAMA SIDA Y ENF TRANSMISIÓN SEXUAL
96,26/09/2016,28/09/2016,519,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"Ante las denuncias recientes de diferentes organizaciones dedicadas a la temática VIH-Sida sobre problemas con la licitación para la provisión de reactivos para análisis y material preventivo, señale:",Señale cuál es el porcentaje del presupuesto ejecutado durante el 2016.,SI,Salud  ,Programas/servicios de salud, SITUACIÓN PROGRAMA SIDA Y ENF TRANSMISIÓN SEXUAL
96,26/09/2016,28/08/2016,520,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"Ante las denuncias recientes de diferentes organizaciones dedicadas a la temática VIH-Sida sobre problemas con la licitación para la provisión de reactivos para análisis y material preventivo, señale:","Detalle si existe planeado desplegar campañas de difusión del Programa Nacional de Sida y ETS, en todo el territorio nacional.",SI,Salud  ,Programas/servicios de salud, SITUACIÓN PROGRAMA SIDA Y ENF TRANSMISIÓN SEXUAL
96,26/09/2016,28/09/2016,521,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,La Ley Nacional 26.279 de Pesquisa Neonatal fue sancionada en el año 2007 y aún no se encuentra reglamentada. Informe:,"Si se tiene conocimiento de dicha situación.
Cuáles son las razones por las que no se ha reglamentado.
Si se procederá a realizar dicha reglamentación y cuándo.",SI,Salud  ,Programas/servicios de salud,LEY PESQUISA NEONATAL
96,26/09/2016,28/09/2016,522,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"La Ley Nacional 26.689 fue sancionada en el 2011, y en el 2015 finalmente fue publicado en el Boletín Oficial el Decreto reglamentario 794/2015. Sin embargo el mismo no reglamentó, entre otros puntos, los objetivos de la Autoridad de Aplicación, perdiendo totalmente el espíritu de la ley.","¿Si actualmente el Ministerio de Salud está trabajando en la reglamentación de los artículos faltantes, especialmente en el artículo 3 donde se detallan las siguientes funciones: e) Propiciar la realización periódica de estudios epidemiológicos que den cuenta de la prevalencia de EPF a nivel regional y nacional; f) Incluir el seguimiento de las EPF en el Sistema Nacional de Vigilancia Epidemiológica; g) Promover la creación de un Registro Nacional de Personas con EPF en el ámbito del Ministerio de Salud de la Nación, con el resguardo de protección de confidencialidad de datos personales; k) Promover el vínculo de las redes de servicios que atiendan a niños, niñas y adolescentes con EPF con los servicios de atención de adultos, favoreciendo la continuidad en la atención de las personas afectadas, reconociendo la particularidad de cada etapa vital; l) Fortalecer y coordinar técnica y financieramente la implementación de los programas de pesquisa neonatal y detección de enfermedades congénitas, en el marco de lo establecido por la ley 23.413 y sus modificatorias, y la ley 26.279, en coordinación con las autoridades sanitarias provinciales; m) Promover estrategias y acciones de detección de EPF, en las consultas de seguimiento y de atención por otras problemáticas de salud más frecuentes, estableciendo la importancia del incremento de los criterios de sospecha del diagnóstico, jerarquizando la perspectiva de los usuarios; n) Contribuir a la capacitación continua de profesionales de la salud y otros agentes socia les, en todo lo referente al cuidado integral de la salud y mejoría de calidad de vida de las personas con EPF, en el marco de la estrategia de atención primaria de la salud; o) Promover la investigación socio sanitaria y el desarrollo de tecnologías apropiadas para la problemática de personas con EPF, en Coordinación con el Ministerio de Ciencia, Tecnología e Innovación Productiva de la Nación; p) Promover la articulación con el Ministerio de Educación de la Nación y las respectivas autoridades jurisdiccionales, en términos, de favorecer la inclusión de personas con EPF; q) Promover la accesibilidad de personas con EPF a actividades deportivas y culturales, acordes a sus necesidades y posibilidades; r) Propiciar la articulación con programas y acciones para la atención de personas con discapacidad, cuando correspondiere; s) Promover el desarrollo y la producción de medicamentos y productos médicos destinados a la detección precoz, diagnóstico, tratamiento y recuperación de las personas con EPF; t) Promover la difusión de información, a usuarios, familiares, profesionales y técnicos de la salud, a través del desarrollo de una Red Pública de Información en EPF, en el ámbito del Ministerio de Salud de la Nación, de acceso gratuito y conectada con otras redes de información nacionales e internacionales; u) Promover el conocimiento de la problemática de EPF, concientizando a la población en general sobre la importancia de la inclusión social de las personas con EPF y sus familias, a partir de las estrategias y acciones que se consideren pertinentes; v) Favorecer la participación de las asociaciones nacionales de EPF en redes internacionales de personas afectadas por EPF y sus familias?

En caso de que la primera pregunta sea positiva, detalle las acciones que está llevando adelante el Ministerio de Salud.

De lo contrario, en caso de que la primera pregunta sea negativa, explicitar las razones y los fundamentos del porqué no se avanza con la reglamentación correspondiente.",SI,Salud  ,Programas/servicios de salud,LEY ENFERMEDADES POCO FRECUENTES
96,26/09/2016,28/08/2016,523,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"Debido a que dentro de las funciones del Programa se encuentra: la promoción, la creación y el fortalecimiento de servicios de genética en las distintas jurisdicciones del país, intervenciones para la capacitación de los equipos de salud, el desarrollo de líneas de investigación prioritarias y acciones de prevención en la comunidad, señale:","Acciones llevadas adelante en relación a los objetivos señalados anteriormente durante el 2016.

Si se llevaron adelante campañas para promover el conocimiento de la problemática de la EPF, a toda la población en general, durante el 2016. Si no se llevaron adelante, especificar si está contemplado realizarlas, en qué fecha y bajo qué formato.",SI,Salud  ,Programas/servicios de salud,LEY ENFERMEDADES POCO FRECUENTES
96,26/09/2016,28/09/2016,524,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,,Señale cuál es el porcentaje del presupuesto ejecutado del Programa Nacional de Enfermedades Poco Frecuentes y Anomalías Congénita   durante el 2016.,SI,Salud  ,Programas/servicios de salud,LEY ENFERMEDADES POCO FRECUENTES
96,26/09/2016,28/09/2016,525,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"La resolución 1287/2016 del Ministerio de Salud autorizó a todas las entidades de medicina prepaga a realizar un nuevo aumento del 9%, cuarto en el año, que en el acumulado representa un 43.5%, más del 10% de la recomposición salarial de la mayoría de los gremios. Durante el 2015 las mismas aumentaron un total del 28.5%. Por lo tanto a los usuarios de las mismas -más de 4 millones de personas-, en un año y nueve meses, se les ha aumentado en sus cuotas un total de 72%. ","Informar, si en base a las proyecciones realizadas por la Superintendencia de Servicios de Salud, se tiene en consideración autorizar más aumentos en el 2016. ",SI,Salud  ,Obra Social y Prepagas  ,AUMENTOS PREPAGAS
96,26/09/2016,28/08/2016,526,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Salud,,,,"La resolución 1287/2016 del Ministerio de Salud autorizó a todas las entidades de medicina prepaga a realizar un nuevo aumento del 9%, cuarto en el año, que en el acumulado representa un 43.5%, más del 10% de la recomposición salarial de la mayoría de los gremios. Durante el 2015 las mismas aumentaron un total del 28.5%. Por lo tanto a los usuarios de las mismas -más de 4 millones de personas-, en un año y nueve meses, se les ha aumentado en sus cuotas un total de 72%.",Exponer el análisis de costos realizado por el la Superintendencia de Servicios de Salud que llevó a la decisión de autorizar un nuevo aumento. ,SI,Salud  ,Obra Social y Prepagas  ,AUMENTOS PREPAGAS
96,26/09/2016,28/09/2016,527,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Seguridad,,"Ministerio de Interior, Obras Públicas y Vivienda",,"El pasado 19 de agosto se dio a conocer un comunicado oficial que anunciaba el acuerdo entre Patricia Bullrich, ministra de Seguridad de la Nación; Fernando Ocampo, ministro de Justicia y Seguridad de la Ciudad Autónoma de Buenos Aires (MJS); y Horacio García, director Nacional de Migraciones (DNM). El mismo informaba la entrega en comodato a la DNM de un inmueble ubicado en Pasaje Colmo N° 3860, destinado “de manera exclusiva al alojamiento de las personas infractoras a la Ley 25.871 (Ley de Migraciones) y su normativa complementaria vigente. A partir de dicha decisión se solicita que se señale:","¿Cuáles son las razones que sustentan la decisión de combatir la irregularidad migratoria, si la misma no representa un delito según la legislación vigente? Cabe recordar que la Ley 25.871 establece que el Estado debe proveer lo conducente a la adopción e implementación de medidas tendientes a regularizar la situación migratoria de los extranjeros. Y según el Art.61, de la misma ley, se establece que al constatar la irregularidad de la permanencia de un extranjero en el país, la Dirección Nacional de Migraciones deberá conminarlo a regularizar su situación en el plazo perentorio que fije para tal efecto y solo  vencido el plazo sin que se regularice la situación, la Dirección Nacional de Migraciones podrá decretar su expulsión con efecto suspensivo actuando como parte ante el Juez o Tribunal con competencia en la materia.",SI,"Interior, Obras Públicas y Vivienda",Política Migratoria,CENTRO RETENCIÓN MIGRANTES
96,26/09/2016,28/09/2016,528,,"Linares, Jaime (BAS - GEN)",GEN,"Ministerio de Interior, Obras Públicas y Vivienda",,,,Plan Vial Federal ,"Detalle cuáles fueron las medidas adoptadas en el marco del Plan Vial Federal 2016-2019 hasta el día de la fecha.

Especifique qué licitaciones, de qué obras y por qué montos se han llevado a cabo. 

Informe cuáles serán las próximas medidas y en qué plazos serán llevadas a cabo.",SI,Transporte ,Obras Viales,PLAN VIAL FEDERAL
96,26/09/2016,28/08/2016,529,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Educación y Deportes,,,,Dirección Nacional de Información y Estadística Educativa del Ministerio de Educación y Deporte:,"Informe cuál ha sido el motivo de los traslados del personal especializado de esa dirección a otras áreas del Ministerio, de acuerdo a las denuncias realizadas por trabajadores y agrupaciones educativas.
Si es correcto que ese traslado incluyó los bancos informáticos de esa Dirección. Si es así, cuáles han sido los motivos y cuáles han sido las medidas tomadas para resguardar la información con datos sensibles de alumnos y docentes producto de distintos relevamientos.",SI,Educación y Deportes,Empleo público  ,SITUACIÓN DIRECCIÓN DE ESTADÍSTICAS
96,26/09/2016,28/09/2016,530,,"Linares, Jaime (BAS - GEN)",GEN,Ministerio de Educación y Deportes,,,,Dirección Nacional de Información y Estadística Educativa del Ministerio de Educación y Deporte:,"Especifique cuál será la política en materia de Sistema Federal de Información Estadística, sus objetivos y  el rol que la Dirección de Información Estadística y de su personal profesionalizado tendrán en ella. ",SI,Educación y Deportes,Organismos,SITUACIÓN DIRECCIÓN DE ESTADÍSTICAS
