INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
ANEXO 94,30/05/2016,01/06/2016,551,8/1/2016 15:37:36,"Kunath, Sigrid (ENR - PJ-FpV)","El ProCreAr, establecido por el Decreto 902/2012, ha posibilitado el acceso al mercado de crédito a familias que por sus niveles de ingresos y requisitos que debían cumplir,  el sistema financiero no se los permitía. Con el crédito ProCreAr, además de bajar los costos de financiamiento, se establecieron condiciones, donde las familias asalariadas o trabajadores autónomos, pudieron adquirir o construir sus viviendas pagando cuotas equivalentes a un alquiler mensual.
El programa tiene previsto la compra y construcción de la vivienda en etapas que se miden en grados de avance en un plazo total de 9 meses desde la aprobación final del crédito.
Dado el incremento de los costos de construcción observados en los últimos 7 meses, los montos originalmente previstos para estos créditos ahora resultan insuficientes para completar el 100% de las obras, en especial, para los que han resultado adjudicatarios en el último sorteo del mes de Febrero de 2015; que son alrededor de 100.000 beneficiarios de todo el país. 
Es por ello, que en la provincia de Entre Ríos he tomado conocimiento de casos en esta misma situación y de hecho se han creado organizaciones como ""ProCreAr Federal"" que reclaman por un monto complementario para culminar sus viviendas.","En ese contexto, se solicita se informe si la ANSES, organismo de aplicación del programa, tiene previsto actualizar los montos de los préstamos otorgados mediante un crédito complementario que permita cubrir los mayores costos de construcción desde el otorgamiento del crédito hasta los efectivos desembolsos, de modo que se posibilite la finalización de las viviendas que se encuentran en estado de construcción.",ANSES,ProCreAr/ANSES,PROCREAR COMPLEMENTARIO
ANEXO 94,30/05/2016,01/06/2016,552,8/1/2016 15:34:22,"Kunath, Sigrid (ENR - PJ-FpV)","En el informe del Jefe de Gabinete de Ministros correspondiente al mes de mayo se informó que a partir del mes de marzo se empezaron a regularizar los pagos correspondientes a la deuda que mantiene el Instituto Nacional de Servicios Sociales para Jubilados y Pensionados (INSSJP-PAMI) con la provincia de Entre Ríos, al tiempo que se encontraban analizando la manera de saldar dicha deuda. ","A) ¿Cuál es el monto abonado al día de la fecha y qué porcentaje de la deuda representa?
B) ¿Cuál es el cronograma de pagos estipulado para la cancelación definitiva de la deuda?",INSSJP/PAMI,Organismos,DEUDA PAMI A ENTRE RIOS
ANEXO 94,30/05/2016,01/06/2016,553,8/1/2016 15:13:13,"Kunath, Sigrid (ENR - PJ-FpV)","Actualmente se encuentran vigentes dos leyes, recientemente sancionadas por este Congreso, que contemplan la implementación de un régimen tarifario diferencial para clubes de barrio (Ley 27.098) y para entidades de bien público (Ley 27.218). tanto en su visita anterior, como en la exposición del Ministro de Energía ante el plenario de las comisiones de Minería, Energía y Combustibles y Derechos y Garantías, se nos ha respondido de dichas normas se encuentran pendientes de reglamentación. ","Se solicita responda sobre: 
A) ¿Cuál es el avance que existe con respecto a la reglamentación?
B) ¿Cuáles son los aspectos que se encuentran pendientes de definición que impiden que la reglamentación se encuentra vigente?
C) ¿Se contemplará un régimen de reintegro para estas entidades por las sumas abonadas en concepto de tarifas de servicios públicos durante el periodo de tiempo en que la Ley que las beneficia se encuentra pendiente de reglamentación por parte del Poder Ejecutivo?",Ministerio de Energía y Minería,Tarifas  ,TARIFA SOCIAL PARA ENTIDADES DEPORTIVAS
ANEXO 94,30/05/2016,01/06/2016,554,8/1/2016 15:19:55,"Kunath, Sigrid (ENR - PJ-FpV)","Según lo expresado por el Ministro de Energía, se realizará una revisión integral de todos los cuadros tarifarios con anterioridad a fin de año, siguiendo los procedimientos legalmente establecidos y con las audiencias publicas requeridas en las que se dé participación a todos los sectores involucrados.","A) ¿Cuál será la fecha en que se aplicarán los cuadros tarifarios definitivos?
B) Si los montos abonados por los usuarios de conformidad con lo dispuesto por las Resoluciones 99/16 y 111/16 fueran superiores a los que eventualmente pudieran resultar de la revisión integral ¿ Se implementará algún mecanismo de devolución a los usuarios?",Ministerio de Energía y Minería,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,555,8/1/2016 16:24:20,"Kunath, Sigrid (ENR - PJ-FpV)","La Ley 27.210 que creó el Cuerpo de Abogadas y Abogados para Víctimas de Violencia de Género fue sancionada definitivamente el 4 de noviembre de 2015 y promulgada el 23 de noviembre del mismo año. La norma, en consonancia con la Ley 26.485, establece la obligatoriedad de ofrecer gratuitamente a las mujeres víctimas de violencia todos los recursos necesarios en todas las esferas de actuación del Estado Nacional, siendo su objeto central garantizar el acceso irrestricto a la justicia a las personas víctimas de violencia de género a través de un Cuerpo de Abogadas y Abogados, dependencia creada en el ámbito de la Secretaría de Justicia del Ministerio de Justicia y Derechos Humanos de la Nación. Estos letrados deberían “brindar patrocinio jurídico gratuito y asesoramiento legal integral en todo el territorio nacional a personas víctimas de violencia de género en todos sus tipos y modalidades establecidas en la ley 26.485"", y en casos de violencia ""ejercida por razones de identidad de género u orientación sexual de modo de garantizar su acceso a la justicia de manera oportuna y efectiva”. ",Al día de la fecha no se conoce norma reglamentaria de la citada Ley y es por ello que solicito tenga a bien informar cuáles son los motivos de dicha omisión.,Ministerio de Justicia y Derechos Humanos,Políticas sociales,REGLAMENTACIÓN LEY ABOGADOS PARA VICTIMAS DE VIOLENCIA
ANEXO 94,30/05/2016,01/06/2016,556,8/1/2016 16:10:59,"Kunath, Sigrid (ENR - PJ-FpV)",,"Sírvase informar sobre el número total de despidos, cesantías y no renovación de contratos en la Administración Pública Nacional centralizada y descentralizada y también específicamente en las delegaciones de las mismas en la Provincia de Entre Ríos.",Ministerio de Modernización,Empleo público  ,DESPIDOS TRABAJADORES NACIONALES EN ENTRE RIOS
ANEXO 94,30/05/2016,01/06/2016,557,8/1/2016 16:20:30,"Kunath, Sigrid (ENR - PJ-FpV)","En virtud del convenio colectivo firmado en mayo de 2015 entre el Registro Nacional de Trabajadores y Empleados Agrarios (RENATEA) y la Unión del Personal Civil de la Nación (UPCN) se estableció que en caso de supresión de dependencias o funciones, el trabajador tenía el derecho a optar por la reubicación en organismos de la Administración Nacional de acuerdo a su perfil y funciones.
En ese sentido, durante el proceso de creación del RENATEA, desde el Estado Nacional se garantizó la continuidad de aproximadamente 250 trabajadores y específicamente en la provincia de Entre Ríos se garantizó la continuidad a 5 de ellos. No obstante, en diciembre del 2015 asumieron las nuevas autoridades del RENATEA y comenzaron los  despidos y así un virtual incumplimiento de las disposiciones legales sancionadas oportunamente por este Congreso de la Nación (Ley 26.727).","En ese contexto, se solicita tenga a bien informar cuál es la situación actual de los trabajadores del organismo y específicamente  informe, también, con respecto a los trabajadores de la delegación de la provincia de Entre Ríos, su situación actual y proyección a futuro.",Ministerio de Modernización,Política de Empleo y Desempleo  ,SITUACIÓN TRABAJADORES RENATEA
ANEXO 94,30/05/2016,01/06/2016,558,8/1/2016 15:25:02,"Kunath, Sigrid (ENR - PJ-FpV)",,"Respecto al Programa REMEDIAR, se solicita informe sobre el estado de ejecución y cumplimiento del mismo en la provincia de Entre Ríos y en particular sobre: 
A) Plazo estipulado para completar las remesas de los medicamentos faltantes durante el primer cuatrimestre del período 2016
B) Cronograma de cumplimiento para el segundo y tercer cuatrimestre",Ministerio de Salud,Programas/ servicios de salud,REMEDIAR EN ENTRE RIOS
ANEXO 94,30/05/2016,01/06/2016,559,8/1/2016 15:30:52,"Kunath, Sigrid (ENR - PJ-FpV)",,Se solicita informe sobre el estado de ejecución del Programa Incluir Salud correspondiente a beneficiarios per capita en atención de Prestaciones de Alto Costo en Entre Ríos.,Ministerio de Salud,Programas/ servicios de salud,INCLUIR SALUD EN ENTRE RIOS
ANEXO 94,30/05/2016,01/06/2016,560,8/1/2016 16:02:01,"Kunath, Sigrid (ENR - PJ-FpV)",,"En relación a las áreas de Fertilidad y Diversidad del Programa de Salud Sexual y Procreación Responsable desarrolladas en los últimos años, en el marco de la Ley N° 26.862 de Reproducción medicamente asistida y la Ley N° 26.743 de Identidad de género, se solicita informe sobre: 
A)¿Cómo se está avanzando en la conformación de la Red de Alta complejidad para la asistencia y tratamientos de fertilidad en el ámbito público  que se inició en el año 2015? ¿Tienen planificado continuar con estas políticas y de qué manera?
B)¿Cuál es la situación de la compra  de métodos anticonceptivos, y su distribución, que se venía realizando a través del Programa REMEDIAR?",Ministerio de Salud,Programas/ servicios de salud,SALUD SEXUAL Y PROCREACIÓN RESPONSABLE
ANEXO 94,30/05/2016,01/06/2016,561,8/1/2016 16:06:47,"Kunath, Sigrid (ENR - PJ-FpV)","Según datos del boletín epidemiológico del Ministerio de Salud de la Nación, se han notificado hasta la semana 24 de 2016, 3.568 casos de gripe (Influenza) confirmados correspondiendo el 95% al tipo A, de los cuales 1.798 fueron subtipo AH1N1, en las 23 provincias y en la Ciudad Autónoma de Buenos Aires.
En relación a los casos fallecidos, se registraron 125 con diagnóstico confirmado de Influenza hasta la semana 25, en 18 provincias. Asimismo, el total de casos de pacientes fallecidos con sospecha de Influenza suman hasta el momento 170 notificaciones. En todos se identificó Influenza A, y todos los que ya han sido subtipificados correspondieron al subtipo H1N1 (uno sólo coinfectado con Influenza B). Los casos se caracterizaron en su mayoría por presentar factores de riesgo y no estar vacunados. Se dieron fundamentalmente  en  los  grupos  de  edad  de  45  a  64  años  (40%),  de  mayores  de  65  años (22%) y de 35 a 44 años (20%). La cantidad de casos notificados es sólo de los internados y las personas graves, por lo cual es probable que la cantidad de casos de gripe sea aún mayor.","A) ¿Qué acciones está llevando adelante el Ministerio para control de la situación de contagio? ¿Se están realizando campañas para fomentar la vacunación de los grupos de riesgo?, en caso de respuesta negativa ¿Por qué?
B) ¿Se cuenta con las dosis de vacunas suficientes para la población a la que se recomienda la vacunación?
C) ¿Cuántas son las vacunas que se han distribuido en los diversos efectores de Salud para los Grupos de Riesgo? ¿Existe stock disponible en el Ministerio?
D) ¿Qué acciones territoriales de prevención se encuentra realizando el Ministerio de Salud?
E) ¿Cuáles son los planes de asistencia a las provincias? ¿Qué incidencia presupuestaria han tenido cada una de ellas, por provincia y municipio?",Ministerio de Salud,Programas/ servicios de salud,ACCIONES DE PREVENCION Y VACUNAS GRIPE A
ANEXO 94,30/05/2016,01/06/2016,562,8/1/2016 16:08:06,"Kunath, Sigrid (ENR - PJ-FpV)",,"Recientemente se publicó la nueva estructura del Ministerio de Salud de la Nación en el cual desaparece la Dirección Nacional de Enfermedades Inmunoprevenibles encargada de la compra y distribución de las 19 vacunas del Calendario Nacional de Vacunación en todo el país, así como de las actividades de prevención y control de dichas enfermedades sin quedar claro si se han asignado sus funciones a otro organismo dependiente de ese Ministerio. ¿Porque se tomó esta decisión en medio de la anticipación de casos de gripe teniendo en cuenta  su aumento rápido en todo el país?",Ministerio de Salud,Organismos,MODIFICACIÓN ESTRUCTURA DEL MINISTERIO
ANEXO 94,30/05/2016,01/06/2016,563,8/1/2016 15:32:38,"Kunath, Sigrid (ENR - PJ-FpV)","Es de público conocimiento que durante la madrugada del día lunes 4 de julio, la redacción del diario Tiempo Argentino ubicada en la Ciudad Autónoma de Buenos Aires fue gravemente atacada por un grupo de personas armadas irrumpiendo en las instalaciones provocando destrozos y atacando a los trabajadores. En relación a ese hecho se solicita brinde informe con respecto al accionar de la Policía Federal Argentina durante el suceso, y particularmente responda sobre:",¿Cuál fue el procedimiento seguido por la Policía Federal al tomar conocimiento de los hechos?¿Cuál fue el accionar de los efectivos presentes en el lugar ante los supuestos hechos delictivos cometidos en flagrancia según el artículo 285 del Código Procesal Penal Ley 23.984 y el artículo 184 del Código Procesal Penal Ley 27.063?,Ministerio de Seguridad,Seguridad Interior  ,ROL DE LA PFA EN AGRESION A TIEMPO ARENTINO
ANEXO 94,30/05/2016,01/06/2016,564,8/1/2016 15:41:00,"Kunath, Sigrid (ENR - PJ-FpV)",,"¿Cuál es el estado de la transferencia a la órbita de la Agencia Federal de Inteligencia de las competencias y el personal de la Dirección Nacional de Inteligencia Criminal, dependiente del Ministerio de Seguridad que estipuló la Ley 27.126?",Ministerio de Seguridad,Organismos,TRANSFERENCIA DE INTELIGENCIA CRIMINAL
ANEXO 94,30/05/2016,01/06/2016,565,8/1/2016 15:42:00,"Kunath, Sigrid (ENR - PJ-FpV)",,"¿Qué tareas y funciones desarrolla actualmente la Dirección Nacional de Inteligencia Criminal del Ministerio de Seguridad, luego de que la Agencia Federal de Inteligencia absorbiera como función la producción de inteligencia criminal referida a los delitos federales complejos relativos a terrorismo, narcotráfico, tráfico de armas, trata de personas, ciberdelitos, y atentatorios contra el orden económico y financiero?",Ministerio de Seguridad,Organismos,FUNCIONES DE INTELIGENCIA CRIMINAL
ANEXO 94,30/05/2016,01/06/2016,566,8/1/2016 15:42:41,"Kunath, Sigrid (ENR - PJ-FpV)",,"¿Existen, y en caso afirmativo cuáles son, mecanismos de intercambio y/o coordinación entre las áreas de inteligencia criminal de Policía Federal Argentina, Gendarmería Nacional Argentina, Prefectura Naval Argentina y Policía de Seguridad Aeroportuaria con el Ministerio de Seguridad?",Ministerio de Seguridad,Organismos,COORDINACION AREAS DE INTELIGENCIA CRIMINAL
ANEXO 94,30/05/2016,01/06/2016,567,8/1/2016 15:43:10,"Kunath, Sigrid (ENR - PJ-FpV)",,¿Cuáles son los protocolos o mecanismos de coordinación entre el Ministerio de Seguridad y la Agencia Federal de Inteligencia respecto a la producción y análisis de inteligencia criminal en materia de delitos complejos?,Ministerio de Seguridad,Organismos,COORDINACION EN ANALISIS DE INTELIGENCIA CRIMINAL
ANEXO 94,30/05/2016,01/06/2016,568,8/1/2016 16:15:38,"Kunath, Sigrid (ENR - PJ-FpV)","Atento al reciente hallazgo de casi 70 mil pastillas de éxtasis en la Aduana de Paraná, resultante de la detección de dos cargamentos de similares características que se intentó ingresar desde Europa a la Argentina a través del puerto de esa localidad, los investigadores de nuestro país suponen que han cambiado las rutas de ingreso de este tipo de estupefacientes de diseño debido al aumento de controles en Buenos Aires luego de la tragedia en la fiesta electrónica Time Warp. ",Conforme esos hechos se solicita informe sobre las medidas que se están llevando a cabo en todos los puertos y demás puntos de ingreso en el país para detectar y evitar la entrada de drogas sintéticas al territorio.,Ministerio de Seguridad,Narcotráfico  ,PREVENCIÓN DEL INGRESO DE DROGAS DE DISEÑO
