INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,374,Interbloque Frente Amplio Progresista,"De conformidad con la respuesta 587 del informe 93 presentado por Ud. ante esta H. Cámara, el Ministerio de Relaciones Exteriores y Culto ha tomado conocimiento del convenio celebrado por ante el Juzgado Federal Nº1 de San Juan en el marco de la causa entre las empresas Xtrata Pachón S.A. y Minera Pelambres S.A., y del cual surge que no se ha dispuesto el retiro de los escombros sino sólo medidas ambientales de control y monitoreo y obras de aislamiento de la Escombrera Cerro Amarillo. ","Sírvase entonces informar, si dicho Ministerio ha prestado consentimiento a limitar las medidas ambientales únicamente al retiro de neumáticos usados, monitoreos periódicos a la calidad de aguas superficiales y subterráneas, y a una auditoría de las obras de aislamiento de la Escombrera.",Ministerio de Energía y Minería,Minería  ,DAÑO AMBIENTAL MINERAS
95,22/08/2016,24/08/2016,375,Interbloque Frente Amplio Progresista,,"¿Cómo se formuló el programa de necesidades, cómo se consultó y en qué fecha se realizó la audiencia pública de los ciudadanos de La Plata para aprobar los dos cruces vehiculares bajo nivel del ferrocarril Gral Roca sobre 1 y 32 y el otro a la altura de 1 y 38 de la ciudad de La Plata?",Ministerio de Transporte,Obras Viales,OBRAS FERROCARRIL ROCA
95,22/08/2016,24/08/2016,376,Interbloque Frente Amplio Progresista,,"¿Cuál es o fue su participación accionaria en la empresa Royal Dutch Shell de la cual fue Presidente durante doce años del Señor Ministro de Energía de la Nación, Juan José Aranguren?",Ministerio de Energía y Minería,Ética pública,ARANGUREN ACCIONES DE SHELL
95,22/08/2016,24/08/2016,377,Interbloque Frente Amplio Progresista,"De la respuesta 588 del informe 93 surge que la Subsecretaría para Asuntos de América Latina del Ministerio de Relaciones Exteriores y Culto ha hecho reserva de derechos en relación a la responsabilidad internacional emergente de las actividades de la empresa Pelambres y “reitera al gobierno de la República de Chile la invitación a informar sobre cómo propone la restitución de las cosas a su estado anterior en el territorio argentino, afectado por las actividades de la empresa antes mencionada”.",Informe cuál ha sido la respuesta del Estado vecino en virtud de lo solicitado.,Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,INGRESO DE RESIDUOS TOXICOS VIA CHILE
95,22/08/2016,24/08/2016,378,Interbloque Frente Amplio Progresista,,¿Cuáles fueron las razones para firmar el “Contrato de Gas Chile ENGIE” del 27/04/2016 por medio del cual la estatal ENARSA cerró la compra de gas a Chile a un precio 128% más caro que a Bolivia?,Ministerio de Energía y Minería,YPF/Política de hidrocarburos/Gas,COMPRA GAS A CHILE
95,22/08/2016,24/08/2016,379,Interbloque Frente Amplio Progresista,,¿Qué tipo de contratación se usó en este caso y en la adjudicación a la petrolera Shell de siete de las ocho licitaciones que se pusieron en juego para la importación de gasoil por barcos al país?,Ministerio de Energía y Minería,YPF/Política de hidrocarburos/Gas,IMPORTACIÓN DE GASOIL SHELL
95,22/08/2016,24/08/2016,380,Interbloque Frente Amplio Progresista,,¿Cuantos jubilados se encuentran hoy bajo el régimen de AFJP?,ANSES,Política previsional/jubilatoria,JUBILADOS EN REGIMEN AFJP
95,22/08/2016,24/08/2016,381,Interbloque Frente Amplio Progresista,,"Informe si con motivo de los hechos informados mediante respuesta 589 del informe 93, e identificados como intentos de introducción de residuos peligrosos al territorio nacional procedentes de Chile, se ha dado intervención al Ministerio de Ambiente y Desarrollo Sustentable de la Nación.",Ministerio de Ambiente y Desarrollo Sustentable,Gestión de residuos,INGRESO DE RESIDUOS TOXICOS VIA CHILE
95,22/08/2016,24/08/2016,382,Interbloque Frente Amplio Progresista,,¿Cuál fue la participación del Estado Nacional en la ejecución de la obra Proyecto y Construcción del Viaducto denominado Tren al Desarrollo en la provincia de Santiago del Estero?,Ministerio de Transporte,Obras Viales,TREN AL DESARROLLO SANTIAGO DEL ESTERO
95,22/08/2016,24/08/2016,383,Interbloque Frente Amplio Progresista,,¿Se piensa en alguna actualización o incorporación al “PROGRAMA NACIONAL DE REPARACIÓN HISTÓRICA PARA JUBILADOS Y PENSIONADOS” para quienes se encuentran bajo el régimen de AFJP? ¿De ser así cual sería el monto total implicado?,ANSES,Política previsional/jubilatoria,JUBILADOS EN REGIMEN AFJP
95,22/08/2016,24/08/2016,384,Interbloque Frente Amplio Progresista,,"¿El Poder Ejecutivo Nacional, a través de algún organismo dependiente, ha contratado los servicios de la empresa Durby SA para brindar asesoría en materia de seguridad? ¿Cuáles fueron los motivos y las tareas a desarrollar por parte de la empresa?",Ministerio de Seguridad,Otros,CONSULTORIA DE SEGURIDAD
95,22/08/2016,24/08/2016,385,Interbloque Frente Amplio Progresista,,¿Hubo un control o auditoria por parte de órganos dependientes del Estado Nacional en el desarrollo  y la construcción del Viaducto denominado Tren al Desarrollo en la provincia de Santiago del Estero? Indique detalle y resultados.,Ministerio de Transporte,Obras Viales,TREN AL DESARROLLO SANTIAGO DEL ESTERO
95,22/08/2016,24/08/2016,386,Interbloque Frente Amplio Progresista,,"¿El Poder Ejecutivo Nacional, a través de algún organismo dependiente, ha contratado los servicios de la empresa SLS Argentina para brindar asesoría en materia de seguridad? ¿Cuáles fueron los motivos y las tareas a desarrollar por parte de la empresa?",Ministerio de Seguridad,Otros,CONSULTORIA DE SEGURIDAD
95,22/08/2016,24/08/2016,387,Interbloque Frente Amplio Progresista,,"-Informe sobre los motivos por los cuales, de acuerdo al nuevo organigrama del Ministerio de Salud de la Nación publicado en el Boletín Oficial de la República Argentina el viernes 20 de mayo, se derogó la Dirección de Enfermedades Transmisibles por Vectores, cuyo objetivo es la prevención y asistencia de enfermedades transmitidas por vectores, y si algún área de dicha cartera asumirá en adelante la tarea realizada hasta aquí por dicha Dirección.
-¿Por qué en la publicación del nuevo organigrama del Ministerio no figura ninguna Dirección que asuma los roles y funciones de la Dirección de Enfermedades Transmisibles por Vectores? ¿Se trata de una omisión involuntaria o una de una decisión administrativa?
¿Cómo se articula esta decisión con la intensa campaña de promoción estatal sobre la forma de prevenir el dengue, la fiebre chikunguña y el zika; y la situación de epidemia de dengue sufrida en los primeros meses del año en nuestro país?",Ministerio de Salud,Organismos,MODIFICACIÓN ESTRUCTURA MINISTERIO SALUD
95,22/08/2016,24/08/2016,388,Interbloque Frente Amplio Progresista,,¿La empresa Solana S.R.L. ha sido adjudicataria de licitaciones del Estado Nacional? Detalle,Ministerio de Transporte,Obras Viales,INFORME EMPRESAS LICITATARIAS
95,22/08/2016,24/08/2016,389,Interbloque Frente Amplio Progresista,Con respecto a la prevención de la  Ludopatía:,¿Qué proyectos tiene el Gobierno para desarrollar un marco regulatorio del juego? ,Ministerio de Desarrollo Social,Adicciones,REGULACIÓN DEL JUEGO
95,22/08/2016,24/08/2016,390,Interbloque Frente Amplio Progresista,,¿Qué apoyo brinda el Estado Nacional para la población Siria que solicita el visado humanitario en nuestro país?,"Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,INMIGRANTES SIRIOS
95,22/08/2016,24/08/2016,391,Interbloque Frente Amplio Progresista,,"¿Qué recursos aporta el Estado Nacional para destinar al  proceso de integración social en la comunidad de estos migrantes?, ¿Si se ha implementado algún Programa o dispositivo estatal para posibilitar el aprendizaje de idioma y otros aspectos de la vida social y cultural de nuestro país por parte de estas familias?","Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,INTEGRACIÓN SOCIAL INMIGRANTES SIRIOS
95,22/08/2016,24/08/2016,392,Interbloque Frente Amplio Progresista,,"Informe acerca de la aplicación del DNU 691/2016, estado y avance de los procesos de redeterminación de precios de Contratos de Obra Pública y de Consultoría de Obra Pública de la Administración Pública Nacional. Indique las obras y adjudicatarios beneficiados por dicho régimen.",Ministerio de Relaciones Exteriores y Culto,Obras Públicas/Infraestructura Pública,CONTRATACIONES DE OBRA PÚBLICA 
95,22/08/2016,24/08/2016,393,Interbloque Frente Amplio Progresista,,¿Cuántas personas han accedido a este visado humanitario y cuántas de éstas han realizado las gestiones ante la CONARE para ser considerados refugiados?,"Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,CANTIDAD DE INMIGRANTES SIRIOS
95,22/08/2016,24/08/2016,394,Interbloque Frente Amplio Progresista,,"¿Existe algún tratamiento diferencial para las personas Sirias que para el resto de los solicitantes de asilo y/o refugiados?, ¿En qué consiste dicha diferenciación?","Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,TRATAMIENTO PARA ASILO Y/O REFUGIADOS
95,22/08/2016,24/08/2016,395,Interbloque Frente Amplio Progresista,,"¿Qué organismos de seguridad intervienen en el proceso de chequeo de la situación de las personas que vendrían al país?, ¿Cuáles son los criterios que se utilizan para las medidas de seguridad y para la selección de éstos solicitantes en el marco del Programa Siria?",Ministerio de Seguridad,Política Migratoria,INMIGRANTES SIRIOS
95,22/08/2016,24/08/2016,396,Interbloque Frente Amplio Progresista,,"¿Qué planes existen o se están elaborando para la atención, asistencia humanitaria y para el proceso de integración local de la población siria que vendría como refugiada y que ha sido anunciada por el Jefe de Gabinete, por la Cancillería y por el Presidente?","Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,INTEGRACIÓN SOCIAL INMIGRANTES SIRIOS
95,22/08/2016,24/08/2016,397,Interbloque Frente Amplio Progresista,Programa Siria,¿Qué políticas de comunicación se han desarrollado para dar a conocer la política humanitaria  lleva adelante el Poder Ejecutivo Nacional en beneficio de la comunidad solicitante?,"Ministerio de Interior, Obras Públicas y Vivienda",Política Migratoria,POLÍTICA HUMANITARIA INMIGRANTES SIRIOS
95,22/08/2016,24/08/2016,398,Interbloque Frente Amplio Progresista,,"Informe si, a través del Ministerio de Modernización, el Ministerio del Interior, Obras Públicas y Vivienda, o cualquier otro organismo del Poder Ejecutivo, se han iniciado procesos de elaboración de pliegos, evaluación, selección y/o contratación para la adquisición de máquinas, dispositivos, desarrollo de software y demás tecnologías, destinados a la implementación del sistema de votación electrónica. O si se hubiera evaluado la contratación de servicios a alguna empresa en particular. Remita en todos los casos copia de los pliegos, presupuestos, principios de acuerdo, memorandos, estado de avance de los procesos licitatorios, compulsas de precios, detalle de ofertas y oferentes. Informe acerca de la evaluación de costos efectuada en torno a la implementación de dichas tecnologías en el proceso y las estimaciones en materia de financiamiento. ","Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,VOTO ELECTRÓNICO
95,22/08/2016,24/08/2016,399,Interbloque Frente Amplio Progresista,,¿Si se va ampliar los créditos del procrear para las personas que reunieron los requisitos que dispuso la última ampliación de requisitos?,"Ministerio de Interior, Obras Públicas y Vivienda",ProCreAr,PROCREAR COMPLEMENTARIO
95,22/08/2016,24/08/2016,400,Interbloque Frente Amplio Progresista,,¿Cuantas reincorporaciones se realizaron hasta el mes de Agosto en cada uno de los distintos Ministerios?,Ministerio de Modernización,Empleo público  ,CONTRATACIONES EN LA ADMINISTRACIÓN PÚBLICA EMPLEADOS
95,22/08/2016,24/08/2016,401,Interbloque Frente Amplio Progresista,,¿Cuál es el tiempo promedio que se toma la oficina anticorrupción para dictaminar sobre un posible conflicto de intereses conforme ha venido actuando desde su creación hasta ahora?,Ministerio de Justicia y Derechos Humanos,Oficina anticorrupción,TIEMPOS DE DICTAMEN DE LA OA
95,22/08/2016,24/08/2016,402,Interbloque Frente Amplio Progresista,,¿Qué va a pasar con los concursos realizados en los últimos años en los distintos ministerios en perfecto apego a la normativa vigente?,Ministerio de Modernización,Empleo público  ,CONCURSOS EN LA ADMINSITRACIÓN PÚBLICA EMPLEADOS
95,22/08/2016,24/08/2016,403,Interbloque Frente Amplio Progresista,,"Dado que tanto el Sr. Presidente de la Nación, como el Sr. Ministro de Defensa,  en los hechos vienen haciendo declaraciones públicas en relación al abordaje desde la cartera de Defensa, y específicamente desde la FFAA, de
problemáticas que pertenecen, según nuestra ley vigente, al ámbito de la seguridad interior, como son el narcotráfico o el terrorismo. ¿El gobierno nacional tiene planificado la posibilidad de reformar las leyes de Defensa y Seguridad Interior?",Ministerio de Defensa,Seguridad Interior  ,FUERZAS ARMADAS EN SEGURIDAD INTERIOR
95,22/08/2016,24/08/2016,404,Interbloque Frente Amplio Progresista,,¿Qué cantidad de cartas documento recibe por año el AFIP en cumplimiento de la ley 24.013? ¿Cuál es el tratamiento que se les da a las mismas?,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,CONTROL APORTES PATRONALES
